epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,552.009,0.77496,0.58871,1.11931,0.94092,0.91034,0.95028,0.78673,0.6249,0.45265,1.02239,0.00120265,0.00120265,0.00120265
18,583.388,0.79261,0.59904,1.13782,0.92489,0.89362,0.93695,0.78437,0.6375,0.45706,1.04011,0.0011885,0.0011885,0.0011885
19,614.506,0.76785,0.56735,1.12143,0.93587,0.9003,0.95179,0.78973,0.62406,0.44515,1.02553,0.00117435,0.00117435,0.00117435
20,645.982,0.76473,0.55454,1.11402,0.92918,0.90718,0.94618,0.80117,0.6203,0.44704,1.01772,0.00116021,0.00116021,0.00116021
21,677.22,0.77189,0.57622,1.12776,0.92018,0.91551,0.95101,0.79967,0.60739,0.43016,1.00331,0.00114606,0.00114606,0.00114606
22,709.536,0.76538,0.57061,1.11831,0.92536,0.9158,0.94731,0.80407,0.61632,0.42859,1.00717,0.00113191,0.00113191,0.00113191
23,741.323,0.75889,0.56444,1.12073,0.9291,0.89391,0.94515,0.79106,0.61692,0.46581,1.0063,0.00111776,0.00111776,0.00111776
24,771.951,0.73568,0.53867,1.10591,0.95046,0.87681,0.93651,0.80114,0.61691,0.4362,1.0064,0.00110362,0.00110362,0.00110362
25,802.679,0.75143,0.54816,1.11115,0.91177,0.90552,0.94169,0.78471,0.62422,0.45593,1.02139,0.00108947,0.00108947,0.00108947
26,834.176,0.7504,0.53959,1.11274,0.95623,0.89643,0.95033,0.79114,0.60305,0.41976,1.01743,0.00107532,0.00107532,0.00107532
27,865.292,0.74931,0.52931,1.11426,0.91727,0.91008,0.94921,0.80547,0.59661,0.41457,0.99982,0.00106118,0.00106118,0.00106118
28,896.972,0.74039,0.53028,1.10347,0.92934,0.91151,0.93483,0.7893,0.62129,0.42027,1.02133,0.00104703,0.00104703,0.00104703
29,929.131,0.72781,0.52292,1.09982,0.88416,0.8684,0.92473,0.77328,0.64237,0.52,1.03459,0.00103288,0.00103288,0.00103288
30,960.743,0.72378,0.52639,1.09456,0.94176,0.89005,0.9424,0.79337,0.60666,0.43604,1.01181,0.00101873,0.00101873,0.00101873
31,992.392,0.72856,0.51717,1.10392,0.94749,0.88834,0.94628,0.80262,0.58879,0.41755,1.0026,0.00100459,0.00100459,0.00100459
32,1023.3,0.72083,0.51655,1.09662,0.93061,0.86457,0.94379,0.80286,0.58392,0.43518,0.99089,0.00099044,0.00099044,0.00099044
33,1053.58,0.70396,0.4995,1.0863,0.91731,0.9095,0.95286,0.79146,0.65178,0.44413,1.02242,0.000976293,0.000976293,0.000976293
34,1085.05,0.7185,0.50919,1.09903,0.93884,0.89743,0.93617,0.80147,0.58052,0.42347,1.01269,0.000962146,0.000962146,0.000962146
35,1116.16,0.70025,0.49421,1.09315,0.9246,0.92678,0.94801,0.80591,0.58722,0.42041,1.00068,0.000947999,0.000947999,0.000947999
36,1147.74,0.7075,0.48325,1.08503,0.9323,0.92899,0.95326,0.80972,0.59649,0.3925,0.99821,0.000933851,0.000933851,0.000933851
37,1179.33,0.70733,0.50794,1.09276,0.94529,0.90351,0.94481,0.80721,0.56485,0.39445,0.99456,0.000919704,0.000919704,0.000919704
38,1211.46,0.70786,0.50001,1.08734,0.94323,0.90519,0.95217,0.82063,0.56591,0.40113,0.97244,0.000905557,0.000905557,0.000905557
39,1243.13,0.69965,0.49479,1.08975,0.94757,0.91512,0.9582,0.8205,0.566,0.37118,0.97601,0.00089141,0.00089141,0.00089141
40,1274.63,0.69053,0.4984,1.08414,0.95821,0.90101,0.96015,0.82642,0.55139,0.37602,0.97474,0.000877263,0.000877263,0.000877263
41,1305.92,0.67747,0.46249,1.08002,0.9731,0.89804,0.95429,0.81701,0.57345,0.38424,0.98512,0.000863116,0.000863116,0.000863116
42,1337.38,0.67855,0.47794,1.07796,0.93465,0.91295,0.95159,0.80715,0.59578,0.40007,1.00859,0.000848969,0.000848969,0.000848969
43,1368.26,0.69412,0.48038,1.08576,0.95297,0.90367,0.96223,0.82993,0.55917,0.36698,0.97335,0.000834822,0.000834822,0.000834822
44,1399.49,0.67275,0.46677,1.07368,0.96354,0.92168,0.95968,0.8239,0.56842,0.36876,0.99239,0.000820675,0.000820675,0.000820675
45,1431.05,0.66849,0.47884,1.0766,0.94234,0.91878,0.96088,0.82691,0.56513,0.35926,0.98442,0.000806528,0.000806528,0.000806528
46,1462.24,0.66453,0.45584,1.06884,0.93651,0.93195,0.95677,0.82834,0.54596,0.363,0.97915,0.00079238,0.00079238,0.00079238
47,1492.76,0.67401,0.46737,1.07868,0.92584,0.92351,0.95268,0.81628,0.56224,0.37364,0.98894,0.000778233,0.000778233,0.000778233
48,1523.68,0.66762,0.46048,1.07207,0.93781,0.92641,0.95673,0.82991,0.53211,0.36057,0.97038,0.000764086,0.000764086,0.000764086
49,1555.1,0.67741,0.47692,1.08034,0.93208,0.91934,0.95338,0.81975,0.53969,0.36483,0.9676,0.000749939,0.000749939,0.000749939
50,1587.06,0.67853,0.45814,1.08572,0.94314,0.92872,0.95398,0.81897,0.55163,0.3803,0.97989,0.000735792,0.000735792,0.000735792
51,1618.75,0.66706,0.45701,1.07542,0.94802,0.92641,0.95706,0.83254,0.5387,0.36401,0.97211,0.000721645,0.000721645,0.000721645
52,1650.79,0.67362,0.45515,1.07643,0.94682,0.92354,0.95751,0.8285,0.53593,0.36734,0.96508,0.000707498,0.000707498,0.000707498
53,1682.98,0.68063,0.47062,1.0794,0.93889,0.92418,0.95753,0.82539,0.53979,0.35157,0.97646,0.000693351,0.000693351,0.000693351
54,1715.1,0.65469,0.44158,1.0691,0.92388,0.93769,0.95068,0.82113,0.53457,0.3654,0.97805,0.000679204,0.000679204,0.000679204
55,1745.55,0.65366,0.4439,1.0678,0.93946,0.90642,0.94766,0.82394,0.54343,0.38383,0.98178,0.000665057,0.000665057,0.000665057
56,1776.84,0.64978,0.44182,1.06329,0.94086,0.92866,0.96255,0.83347,0.53866,0.37799,0.97641,0.000650909,0.000650909,0.000650909
57,1807.65,0.65869,0.45315,1.06754,0.94287,0.92766,0.95465,0.82935,0.54019,0.37524,0.97763,0.000636762,0.000636762,0.000636762
58,1839.35,0.65577,0.45535,1.068,0.9427,0.92297,0.95394,0.82887,0.53549,0.35458,0.96749,0.000622615,0.000622615,0.000622615
59,1871.6,0.65789,0.44096,1.06322,0.93492,0.92221,0.95032,0.82597,0.52182,0.34669,0.96339,0.000608468,0.000608468,0.000608468
60,1902.89,0.63772,0.43369,1.05811,0.94091,0.9255,0.96044,0.83032,0.52528,0.34923,0.96444,0.000594321,0.000594321,0.000594321
61,1934.36,0.648,0.44377,1.06181,0.94402,0.93167,0.95867,0.83019,0.51101,0.3361,0.95697,0.000580174,0.000580174,0.000580174
62,1965.78,0.64206,0.4365,1.05814,0.93578,0.91813,0.95431,0.8308,0.52743,0.34194,0.9702,0.000566027,0.000566027,0.000566027
63,1997.2,0.63183,0.4214,1.05418,0.91411,0.94889,0.95902,0.82877,0.51916,0.33253,0.96951,0.00055188,0.00055188,0.00055188
64,2027.73,0.64423,0.42633,1.06103,0.93478,0.92694,0.96055,0.83593,0.51087,0.33749,0.9544,0.000537733,0.000537733,0.000537733
65,2058.88,0.62526,0.42138,1.05229,0.94396,0.92168,0.96374,0.84231,0.50406,0.32966,0.95249,0.000523586,0.000523586,0.000523586
66,2090.49,0.63231,0.42679,1.06005,0.95339,0.90456,0.94784,0.82882,0.52187,0.34481,0.96486,0.000509438,0.000509438,0.000509438
67,2122.36,0.61664,0.41877,1.04703,0.94336,0.93586,0.96052,0.84215,0.51093,0.32951,0.9598,0.000495291,0.000495291,0.000495291
68,2154.16,0.61409,0.40692,1.04703,0.95004,0.93876,0.95811,0.83671,0.51266,0.34022,0.95555,0.000481144,0.000481144,0.000481144
69,2186.96,0.62369,0.41337,1.05049,0.94062,0.91695,0.95387,0.83374,0.51931,0.33391,0.95205,0.000466997,0.000466997,0.000466997
70,2218.33,0.61727,0.40849,1.04904,0.94183,0.9335,0.9527,0.83426,0.52219,0.34508,0.96397,0.00045285,0.00045285,0.00045285
71,2249.82,0.62134,0.4231,1.05541,0.94428,0.9293,0.96016,0.84293,0.50729,0.32938,0.95407,0.000438703,0.000438703,0.000438703
72,2281.09,0.60431,0.39227,1.03927,0.9467,0.92877,0.96042,0.8393,0.50469,0.31715,0.95383,0.000424556,0.000424556,0.000424556
73,2312.31,0.61793,0.40665,1.05047,0.9458,0.91556,0.95754,0.83746,0.5037,0.32815,0.94897,0.000410409,0.000410409,0.000410409
74,2343.91,0.60502,0.39745,1.03913,0.94745,0.9335,0.95832,0.84372,0.50043,0.32334,0.94363,0.000396262,0.000396262,0.000396262
75,2375.41,0.60246,0.40049,1.04831,0.9219,0.93141,0.95709,0.84021,0.51055,0.32893,0.95859,0.000382115,0.000382115,0.000382115
76,2407.42,0.60659,0.41517,1.04569,0.97207,0.91695,0.95805,0.83693,0.50767,0.33013,0.95883,0.000367967,0.000367967,0.000367967
77,2439.61,0.61346,0.40511,1.04982,0.94613,0.92168,0.95361,0.83748,0.49957,0.33666,0.94875,0.00035382,0.00035382,0.00035382
78,2470.05,0.6064,0.40211,1.04456,0.96227,0.91695,0.95655,0.84187,0.50321,0.32318,0.95134,0.000339673,0.000339673,0.000339673
79,2500.69,0.58893,0.39098,1.03579,0.94786,0.91222,0.95229,0.84123,0.49683,0.33824,0.94516,0.000325526,0.000325526,0.000325526
80,2532.05,0.6028,0.39682,1.04363,0.94922,0.91442,0.95008,0.83013,0.52033,0.35024,0.96459,0.000311379,0.000311379,0.000311379
81,2563.77,0.60715,0.39216,1.04237,0.94652,0.91334,0.95599,0.8468,0.50248,0.32481,0.9438,0.000297232,0.000297232,0.000297232
82,2594.9,0.61004,0.39526,1.04166,0.96036,0.91676,0.95695,0.84351,0.49864,0.30706,0.94893,0.000283085,0.000283085,0.000283085
83,2626.86,0.58345,0.3836,1.03303,0.93304,0.92581,0.95186,0.84003,0.50827,0.32732,0.95746,0.000268938,0.000268938,0.000268938
84,2658.22,0.58655,0.39134,1.04002,0.95054,0.92229,0.95771,0.84206,0.50267,0.32444,0.94575,0.000254791,0.000254791,0.000254791
85,2689.7,0.58088,0.38023,1.03272,0.95273,0.91931,0.95764,0.84302,0.50159,0.31256,0.94442,0.000240644,0.000240644,0.000240644
86,2720.62,0.57579,0.37534,1.02882,0.96361,0.90513,0.95559,0.83943,0.49574,0.31613,0.94811,0.000226497,0.000226497,0.000226497
87,2751.77,0.58734,0.37922,1.02869,0.96981,0.89837,0.95543,0.83964,0.49599,0.3179,0.94831,0.000212349,0.000212349,0.000212349
88,2782.27,0.58899,0.39213,1.03603,0.93628,0.91931,0.95463,0.84003,0.50464,0.33729,0.95645,0.000198202,0.000198202,0.000198202
89,2813.36,0.5684,0.3735,1.02407,0.9574,0.91734,0.95153,0.84235,0.49889,0.31885,0.94982,0.000184055,0.000184055,0.000184055
90,2845.69,0.57104,0.3761,1.0268,0.9341,0.91641,0.95198,0.83999,0.49608,0.33091,0.9484,0.000169908,0.000169908,0.000169908
91,2898.84,0.45483,0.30078,0.96093,0.95095,0.91443,0.95614,0.84173,0.49439,0.31083,0.94917,0.000155761,0.000155761,0.000155761
92,2929.58,0.44829,0.29037,0.96765,0.91928,0.94235,0.95745,0.84031,0.4931,0.31474,0.94486,0.000141614,0.000141614,0.000141614
93,2960.01,0.44199,0.28901,0.96367,0.96001,0.90842,0.96364,0.84424,0.49763,0.31877,0.95406,0.000127467,0.000127467,0.000127467
94,2991.14,0.43221,0.27212,0.94892,0.94232,0.91695,0.95726,0.84264,0.50208,0.31092,0.95516,0.00011332,0.00011332,0.00011332
95,3022.39,0.43483,0.27409,0.95282,0.94681,0.91931,0.9592,0.84827,0.49703,0.3091,0.95025,9.91726e-05,9.91726e-05,9.91726e-05
96,3053.65,0.43043,0.2666,0.95178,0.94459,0.91459,0.9631,0.8486,0.49926,0.31296,0.95098,8.50255e-05,8.50255e-05,8.50255e-05
97,3085.76,0.42451,0.26803,0.95883,0.94958,0.91465,0.95983,0.84482,0.50205,0.31596,0.95247,7.08784e-05,7.08784e-05,7.08784e-05
98,3117.29,0.42778,0.26687,0.95279,0.92109,0.94274,0.9611,0.84402,0.49661,0.31095,0.95304,5.67313e-05,5.67313e-05,5.67313e-05
99,3147.41,0.41341,0.26115,0.94316,0.93534,0.92168,0.95608,0.84438,0.48659,0.31889,0.94211,4.25842e-05,4.25842e-05,4.25842e-05
100,3178.34,0.4226,0.2616,0.94279,0.9388,0.92299,0.95482,0.8436,0.48949,0.32091,0.94497,2.84371e-05,2.84371e-05,2.84371e-05
