epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,405.69,0.63303,0.47002,1.09362,0.99058,0.97867,0.98898,0.86071,0.5656,0.3482,0.87921,0.00092825,0.00092825,0.00092825
28,420.653,0.60865,0.46441,1.088,0.99039,0.96664,0.98402,0.85014,0.56207,0.34918,0.85995,0.000915875,0.000915875,0.000915875
29,435.314,0.6396,0.49371,1.09865,0.98252,0.97494,0.98943,0.8445,0.58963,0.35849,0.89507,0.0009035,0.0009035,0.0009035
30,450.299,0.61124,0.46324,1.081,0.96597,0.96913,0.98748,0.84621,0.56553,0.37759,0.87267,0.000891125,0.000891125,0.000891125
31,465.062,0.60027,0.44822,1.08495,0.98013,0.97999,0.98647,0.86054,0.54347,0.3479,0.86776,0.00087875,0.00087875,0.00087875
32,479.7,0.59855,0.44896,1.0818,0.97812,0.98228,0.98869,0.86255,0.57349,0.35554,0.87745,0.000866375,0.000866375,0.000866375
33,494.48,0.59881,0.45393,1.07642,0.98125,0.97468,0.98939,0.8572,0.55714,0.34265,0.85809,0.000854,0.000854,0.000854
34,509.58,0.59837,0.45376,1.08241,0.95733,0.96917,0.98156,0.85437,0.55582,0.38309,0.86227,0.000841625,0.000841625,0.000841625
35,524.639,0.58722,0.45384,1.07348,0.98416,0.98361,0.98635,0.86981,0.53156,0.33098,0.84326,0.00082925,0.00082925,0.00082925
36,539.713,0.58674,0.44715,1.06875,0.99435,0.97864,0.9891,0.85647,0.5659,0.3502,0.88442,0.000816875,0.000816875,0.000816875
37,555.022,0.58825,0.45421,1.07831,0.98143,0.97325,0.98578,0.86271,0.54749,0.36048,0.85516,0.0008045,0.0008045,0.0008045
38,570.101,0.57356,0.4289,1.06968,0.97081,0.97618,0.9888,0.86389,0.55262,0.34914,0.86436,0.000792125,0.000792125,0.000792125
39,584.793,0.57782,0.4301,1.06867,0.96961,0.97945,0.98762,0.85158,0.55704,0.36454,0.86336,0.00077975,0.00077975,0.00077975
40,599.544,0.58021,0.43538,1.06902,0.9872,0.98563,0.98916,0.86193,0.56525,0.34284,0.8734,0.000767375,0.000767375,0.000767375
41,614.302,0.56542,0.42166,1.06465,0.98824,0.97983,0.98971,0.86977,0.54925,0.34068,0.86117,0.000755,0.000755,0.000755
42,629.249,0.57856,0.42013,1.06602,0.98212,0.98087,0.98457,0.8679,0.54849,0.33324,0.85659,0.000742625,0.000742625,0.000742625
43,643.952,0.58411,0.42929,1.06716,0.97706,0.99,0.98914,0.87834,0.5269,0.32432,0.84851,0.00073025,0.00073025,0.00073025
44,658.733,0.56531,0.40977,1.06273,0.97831,0.97789,0.98914,0.85959,0.53418,0.34631,0.84354,0.000717875,0.000717875,0.000717875
45,673.413,0.55617,0.41952,1.05345,0.97206,0.97942,0.98823,0.85489,0.59649,0.35257,0.89245,0.0007055,0.0007055,0.0007055
46,688.185,0.55042,0.40219,1.05761,0.98611,0.98501,0.98907,0.86945,0.52894,0.33043,0.83687,0.000693125,0.000693125,0.000693125
47,702.874,0.56926,0.41784,1.06361,0.97402,0.98124,0.98767,0.85423,0.57022,0.35504,0.87913,0.00068075,0.00068075,0.00068075
48,717.615,0.5526,0.3969,1.05541,0.97042,0.97825,0.98691,0.86166,0.56827,0.34377,0.8667,0.000668375,0.000668375,0.000668375
49,732.235,0.5679,0.41021,1.06082,0.98841,0.97225,0.98821,0.88067,0.52703,0.32576,0.84241,0.000656,0.000656,0.000656
50,747.051,0.54286,0.38921,1.05257,0.98868,0.98544,0.98952,0.87937,0.539,0.33934,0.84926,0.000643625,0.000643625,0.000643625
51,762.095,0.55339,0.40147,1.05541,0.98984,0.98628,0.99002,0.8748,0.52493,0.32281,0.83823,0.00063125,0.00063125,0.00063125
52,777.554,0.53332,0.39335,1.04251,0.97563,0.98313,0.98868,0.87675,0.52683,0.33202,0.84355,0.000618875,0.000618875,0.000618875
53,793.661,0.54655,0.39743,1.05185,0.98117,0.98019,0.98867,0.86943,0.53902,0.33443,0.84865,0.0006065,0.0006065,0.0006065
54,808.755,0.54402,0.37693,1.05229,0.99233,0.96729,0.98916,0.8836,0.52074,0.30793,0.8309,0.000594125,0.000594125,0.000594125
55,823.457,0.5416,0.38109,1.05391,0.98644,0.98077,0.98972,0.88382,0.52044,0.30608,0.83481,0.00058175,0.00058175,0.00058175
56,838.36,0.5379,0.38373,1.05057,0.97529,0.98778,0.98913,0.87704,0.52671,0.32682,0.8436,0.000569375,0.000569375,0.000569375
57,853.909,0.53904,0.38729,1.05114,0.98076,0.98114,0.98794,0.8811,0.51487,0.31175,0.82177,0.000557,0.000557,0.000557
58,871.406,0.5349,0.38637,1.04534,0.98887,0.97854,0.98964,0.88641,0.50679,0.32272,0.81632,0.000544625,0.000544625,0.000544625
59,888.68,0.54504,0.3831,1.05571,0.9914,0.98397,0.99002,0.88469,0.51059,0.30936,0.83729,0.00053225,0.00053225,0.00053225
60,905.869,0.54161,0.3724,1.04619,0.9881,0.98264,0.98661,0.88142,0.51428,0.30849,0.83,0.000519875,0.000519875,0.000519875
61,922.8,0.52319,0.37144,1.04514,0.97513,0.98983,0.98985,0.876,0.52001,0.31867,0.83986,0.0005075,0.0005075,0.0005075
62,940.118,0.52153,0.36916,1.03679,0.98701,0.97652,0.9893,0.88075,0.53224,0.32436,0.83923,0.000495125,0.000495125,0.000495125
63,956.687,0.5267,0.37339,1.044,0.98531,0.98894,0.98946,0.88315,0.5151,0.30063,0.82888,0.00048275,0.00048275,0.00048275
64,972.932,0.5297,0.36481,1.04514,0.97818,0.99162,0.98986,0.88335,0.51944,0.31458,0.82377,0.000470375,0.000470375,0.000470375
65,989.794,0.51971,0.35706,1.03826,0.98951,0.98791,0.99049,0.88804,0.50781,0.29081,0.82644,0.000458,0.000458,0.000458
66,1005.69,0.51826,0.36365,1.03444,0.99368,0.9846,0.98785,0.87987,0.52444,0.31002,0.83726,0.000445625,0.000445625,0.000445625
67,1020.88,0.51653,0.36614,1.03803,0.97344,0.98319,0.98711,0.88169,0.49862,0.32862,0.81612,0.00043325,0.00043325,0.00043325
68,1036.09,0.51735,0.35913,1.03455,0.9851,0.98718,0.98846,0.87388,0.52751,0.31336,0.83329,0.000420875,0.000420875,0.000420875
69,1051.06,0.52,0.35751,1.03587,0.98878,0.98327,0.98826,0.87703,0.51871,0.3159,0.83131,0.0004085,0.0004085,0.0004085
70,1065.86,0.50735,0.35306,1.03151,0.98495,0.97756,0.98783,0.89239,0.49165,0.30482,0.80525,0.000396125,0.000396125,0.000396125
71,1080.54,0.51652,0.34893,1.03443,0.98477,0.98751,0.98975,0.88883,0.49251,0.29546,0.81286,0.00038375,0.00038375,0.00038375
72,1095.36,0.50395,0.3468,1.03043,0.9915,0.98398,0.98952,0.88886,0.50966,0.30621,0.8219,0.000371375,0.000371375,0.000371375
73,1110.51,0.50098,0.34022,1.02719,0.99294,0.98077,0.98984,0.89327,0.50988,0.29825,0.82772,0.000359,0.000359,0.000359
74,1127.4,0.50775,0.34554,1.032,0.99173,0.98003,0.98995,0.8872,0.50222,0.29815,0.82356,0.000346625,0.000346625,0.000346625
75,1144.24,0.49415,0.34715,1.02952,0.99563,0.97956,0.98995,0.89711,0.49305,0.28948,0.81191,0.00033425,0.00033425,0.00033425
76,1159.49,0.49172,0.34086,1.02823,0.97768,0.98223,0.98834,0.88975,0.50895,0.30719,0.82795,0.000321875,0.000321875,0.000321875
77,1174.49,0.49013,0.32942,1.02263,0.9892,0.98105,0.98805,0.88945,0.51452,0.3131,0.83621,0.0003095,0.0003095,0.0003095
78,1189.24,0.49323,0.32745,1.02602,0.99045,0.98269,0.9895,0.8992,0.48775,0.29361,0.81588,0.000297125,0.000297125,0.000297125
79,1204.04,0.48169,0.33122,1.0206,0.98922,0.98485,0.98973,0.89189,0.4859,0.29773,0.81204,0.00028475,0.00028475,0.00028475
80,1219.1,0.49498,0.33576,1.02476,0.98462,0.97929,0.98841,0.89059,0.48791,0.29375,0.81499,0.000272375,0.000272375,0.000272375
81,1234.17,0.49362,0.34064,1.02361,0.99043,0.98679,0.98728,0.88537,0.50316,0.29618,0.81957,0.00026,0.00026,0.00026
82,1249.46,0.47813,0.32509,1.01995,0.98789,0.98347,0.9895,0.88987,0.4938,0.2926,0.80957,0.000247625,0.000247625,0.000247625
83,1264.73,0.48468,0.32696,1.01769,0.99072,0.98077,0.98922,0.88888,0.50331,0.29682,0.823,0.00023525,0.00023525,0.00023525
84,1280.03,0.48495,0.32044,1.02586,0.98823,0.98545,0.98943,0.89089,0.50789,0.28854,0.82365,0.000222875,0.000222875,0.000222875
85,1294.94,0.4673,0.31502,1.01344,0.9897,0.98598,0.9898,0.89357,0.49885,0.29101,0.81957,0.0002105,0.0002105,0.0002105
86,1309.75,0.4809,0.32839,1.01565,0.99129,0.98466,0.98917,0.88814,0.49909,0.28976,0.81911,0.000198125,0.000198125,0.000198125
87,1324.57,0.47683,0.31747,1.01347,0.99271,0.98332,0.98828,0.89247,0.50281,0.2942,0.82458,0.00018575,0.00018575,0.00018575
88,1339.52,0.47777,0.32218,1.01713,0.99116,0.98077,0.98933,0.8945,0.51497,0.30004,0.83063,0.000173375,0.000173375,0.000173375
89,1354.46,0.47707,0.31239,1.02115,0.99137,0.98418,0.98932,0.89217,0.50963,0.29046,0.82808,0.000161,0.000161,0.000161
90,1369.18,0.46098,0.31024,1.01165,0.98775,0.9848,0.98912,0.89528,0.50183,0.29314,0.81716,0.000148625,0.000148625,0.000148625
91,1405.11,0.37654,0.25155,0.98862,0.98793,0.98659,0.98846,0.88532,0.50113,0.30876,0.82352,0.00013625,0.00013625,0.00013625
92,1419.94,0.36641,0.2121,0.97796,0.99591,0.98251,0.98923,0.88359,0.50473,0.3057,0.82334,0.000123875,0.000123875,0.000123875
93,1434.34,0.36347,0.20643,0.96782,0.99111,0.98562,0.98913,0.89304,0.49441,0.29515,0.81694,0.0001115,0.0001115,0.0001115
94,1448.82,0.35339,0.20977,0.97558,0.99398,0.98322,0.98923,0.89061,0.50229,0.30322,0.82757,9.9125e-05,9.9125e-05,9.9125e-05
95,1463.28,0.3444,0.19411,0.97275,0.99135,0.98561,0.98932,0.89604,0.48582,0.29787,0.81666,8.675e-05,8.675e-05,8.675e-05
96,1478.5,0.34946,0.19551,0.97142,0.99484,0.98547,0.98907,0.89527,0.497,0.29268,0.82301,7.4375e-05,7.4375e-05,7.4375e-05
97,1493.63,0.3441,0.20309,0.96678,0.9913,0.98469,0.98892,0.89618,0.49144,0.29259,0.82363,6.2e-05,6.2e-05,6.2e-05
98,1508.94,0.34087,0.19605,0.96603,0.99016,0.98718,0.98876,0.89357,0.49388,0.29479,0.82429,4.9625e-05,4.9625e-05,4.9625e-05
99,1524,0.34027,0.19034,0.95783,0.99231,0.98173,0.98888,0.89952,0.49126,0.28937,0.82094,3.725e-05,3.725e-05,3.725e-05
100,1538.65,0.34174,0.18999,0.96241,0.98777,0.98612,0.9887,0.89803,0.4946,0.29202,0.82388,2.4875e-05,2.4875e-05,2.4875e-05
