epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,845.702,0.56748,0.40227,1.05713,0.98505,0.98008,0.98328,0.8647,0.59352,0.33774,0.90008,0.00063125,0.00063125,0.00063125
52,862.006,0.56996,0.4039,1.05796,0.99041,0.97283,0.9816,0.85861,0.59483,0.35294,0.89663,0.000618875,0.000618875,0.000618875
53,878.275,0.56985,0.4093,1.05828,0.98864,0.97987,0.98863,0.86726,0.61004,0.33977,0.91599,0.0006065,0.0006065,0.0006065
54,894.724,0.5567,0.40465,1.05198,0.98152,0.9788,0.98692,0.87139,0.58623,0.33744,0.90096,0.000594125,0.000594125,0.000594125
55,910.999,0.55768,0.38298,1.05378,0.98896,0.97937,0.98388,0.86379,0.58758,0.33848,0.89114,0.00058175,0.00058175,0.00058175
56,927.345,0.56467,0.38657,1.05906,0.98723,0.97831,0.98633,0.86781,0.61281,0.32821,0.91002,0.000569375,0.000569375,0.000569375
57,943.601,0.5632,0.38051,1.05438,0.99422,0.97721,0.98763,0.86858,0.60795,0.33235,0.90758,0.000557,0.000557,0.000557
58,959.844,0.55976,0.38442,1.05459,0.97774,0.98061,0.98624,0.86548,0.60496,0.33005,0.90778,0.000544625,0.000544625,0.000544625
59,976.074,0.55309,0.38919,1.0457,0.99192,0.98573,0.98749,0.87102,0.6094,0.32882,0.90814,0.00053225,0.00053225,0.00053225
60,992.425,0.54531,0.38089,1.04689,0.98297,0.96868,0.98659,0.86456,0.59423,0.3523,0.9014,0.000519875,0.000519875,0.000519875
61,1008.79,0.54811,0.37654,1.05145,0.98982,0.96844,0.98763,0.86365,0.58818,0.34888,0.88226,0.0005075,0.0005075,0.0005075
62,1025.8,0.54533,0.37367,1.04583,0.98913,0.97151,0.98679,0.86981,0.58182,0.3551,0.87878,0.000495125,0.000495125,0.000495125
63,1042.78,0.54412,0.37737,1.04663,0.98719,0.98195,0.98826,0.87391,0.57122,0.32452,0.86878,0.00048275,0.00048275,0.00048275
64,1059.59,0.53763,0.36595,1.04033,0.98474,0.98517,0.98779,0.86936,0.59706,0.31673,0.8991,0.000470375,0.000470375,0.000470375
65,1076.15,0.53357,0.36485,1.0441,0.99372,0.97006,0.98485,0.87212,0.59493,0.33026,0.89711,0.000458,0.000458,0.000458
66,1092.48,0.54113,0.3696,1.04591,0.98272,0.98711,0.98899,0.87841,0.58612,0.31172,0.88785,0.000445625,0.000445625,0.000445625
67,1108.73,0.52928,0.35766,1.03707,0.98611,0.9757,0.987,0.86339,0.59022,0.3289,0.89793,0.00043325,0.00043325,0.00043325
68,1125.05,0.53274,0.35792,1.04107,0.99318,0.97838,0.98795,0.87968,0.56797,0.2968,0.86777,0.000420875,0.000420875,0.000420875
69,1141.39,0.533,0.3668,1.04,0.98512,0.97604,0.98674,0.86969,0.58502,0.3333,0.89023,0.0004085,0.0004085,0.0004085
70,1157.67,0.53589,0.35804,1.04053,0.99045,0.97615,0.9862,0.87219,0.5741,0.31653,0.87704,0.000396125,0.000396125,0.000396125
71,1174.05,0.52598,0.35148,1.03564,0.99122,0.9833,0.98814,0.88096,0.57824,0.30793,0.89348,0.00038375,0.00038375,0.00038375
72,1190.41,0.51462,0.3528,1.03265,0.99296,0.97987,0.98881,0.87229,0.58228,0.30747,0.89035,0.000371375,0.000371375,0.000371375
73,1206.82,0.52274,0.35302,1.03364,0.99333,0.97142,0.98721,0.87824,0.57881,0.31106,0.88653,0.000359,0.000359,0.000359
74,1223.24,0.52661,0.35966,1.03702,0.99556,0.97552,0.98769,0.87553,0.5724,0.30801,0.87445,0.000346625,0.000346625,0.000346625
75,1239.56,0.5186,0.35273,1.03554,0.98396,0.98333,0.98839,0.87278,0.58504,0.32091,0.89118,0.00033425,0.00033425,0.00033425
76,1256.45,0.51076,0.35237,1.02781,0.98777,0.98339,0.9867,0.87119,0.58264,0.31656,0.88836,0.000321875,0.000321875,0.000321875
77,1273.37,0.52642,0.35313,1.04187,0.98825,0.97615,0.98796,0.87583,0.57006,0.32474,0.87583,0.0003095,0.0003095,0.0003095
78,1290.19,0.50234,0.32977,1.02343,0.98879,0.98513,0.98942,0.87776,0.58719,0.31537,0.88912,0.000297125,0.000297125,0.000297125
79,1306.97,0.51758,0.33843,1.02956,0.98745,0.9833,0.98828,0.87781,0.58705,0.3298,0.88639,0.00028475,0.00028475,0.00028475
80,1323.32,0.51169,0.335,1.02739,0.9946,0.98329,0.98825,0.8731,0.582,0.31186,0.89004,0.000272375,0.000272375,0.000272375
81,1339.5,0.49937,0.33442,1.02164,0.99199,0.98609,0.9886,0.87621,0.57784,0.30349,0.88407,0.00026,0.00026,0.00026
82,1355.82,0.50628,0.33177,1.02779,0.99388,0.98123,0.98833,0.87097,0.58656,0.30647,0.89213,0.000247625,0.000247625,0.000247625
83,1372.1,0.49726,0.32914,1.02395,0.99485,0.97871,0.98811,0.87569,0.59271,0.30715,0.8881,0.00023525,0.00023525,0.00023525
84,1388.36,0.502,0.32796,1.02077,0.99228,0.98967,0.98836,0.8792,0.56754,0.29311,0.87816,0.000222875,0.000222875,0.000222875
85,1404.66,0.49903,0.31981,1.02321,0.9907,0.98612,0.98861,0.88197,0.57668,0.30191,0.88398,0.0002105,0.0002105,0.0002105
86,1420.94,0.49471,0.32652,1.025,0.99445,0.98471,0.98795,0.88384,0.57008,0.30503,0.87524,0.000198125,0.000198125,0.000198125
87,1437.27,0.50165,0.32438,1.02219,0.99154,0.98205,0.98784,0.87974,0.57903,0.30592,0.88096,0.00018575,0.00018575,0.00018575
88,1453.53,0.48841,0.31618,1.01626,0.99557,0.98667,0.98839,0.87758,0.58884,0.30617,0.88847,0.000173375,0.000173375,0.000173375
89,1469.77,0.49459,0.33099,1.02659,0.9911,0.98064,0.98797,0.87952,0.58523,0.31541,0.89327,0.000161,0.000161,0.000161
90,1486.02,0.48189,0.31289,1.01609,0.99193,0.98249,0.98846,0.8823,0.57063,0.30412,0.875,0.000148625,0.000148625,0.000148625
91,1521.74,0.39598,0.24744,0.98469,0.98542,0.98477,0.98831,0.87352,0.57384,0.31513,0.88666,0.00013625,0.00013625,0.00013625
92,1538.26,0.38211,0.22754,0.98258,0.9969,0.97244,0.98869,0.87112,0.56983,0.3017,0.88645,0.000123875,0.000123875,0.000123875
93,1554.63,0.3806,0.21538,0.98607,0.99414,0.98361,0.98885,0.87692,0.57379,0.29887,0.88292,0.0001115,0.0001115,0.0001115
94,1570.75,0.37354,0.20655,0.97302,0.99465,0.97707,0.98837,0.87666,0.5683,0.30086,0.88252,9.9125e-05,9.9125e-05,9.9125e-05
95,1586.72,0.37107,0.20952,0.96728,0.98803,0.98564,0.98859,0.87841,0.5627,0.29758,0.87993,8.675e-05,8.675e-05,8.675e-05
96,1602.85,0.37103,0.20741,0.98315,0.99378,0.9889,0.98893,0.88309,0.55431,0.29252,0.86712,7.4375e-05,7.4375e-05,7.4375e-05
97,1618.89,0.36733,0.2048,0.97509,0.99291,0.98604,0.98893,0.88544,0.56648,0.29461,0.88535,6.2e-05,6.2e-05,6.2e-05
98,1635.11,0.36311,0.19786,0.96913,0.99541,0.98666,0.99001,0.88547,0.55306,0.29191,0.87243,4.9625e-05,4.9625e-05,4.9625e-05
99,1651.2,0.3587,0.19792,0.96426,0.99436,0.98554,0.9891,0.88342,0.56409,0.29043,0.87939,3.725e-05,3.725e-05,3.725e-05
100,1667.19,0.35432,0.19713,0.96939,0.99646,0.98558,0.98902,0.88321,0.56752,0.29078,0.88075,2.4875e-05,2.4875e-05,2.4875e-05
